10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0.00220195
22	0.005976722
23	0.023843976
24	0.03183391
25	0.042466184
26	0.088455489
27	0.058446052
28	0.037496068
29	0.036363636
30	0.034539163
31	0.027492922
32	0.024095628
33	0.024850582
34	0.026989619
35	0.019880466
36	0.023026109
37	0.030890217
38	0.027304184
39	0.020383768
40	0.022019503
41	0.027052532
42	0.034287512
43	0.024473105
44	0.031078956
45	0.018244731
46	0.050519031
47	0.033972947
48	0.02327776
49	0.024724756
50	0.026045926
51	0.017363951
52	0.026675055
53	0.016923561
54	0.017489777
55	0.008304498
56	0.006480025
57	0.001950299
58	0.002453602
59	6.29E-05
60	6.29E-05
61	0
62	0
63	0
64	0
65	0
